text,label,f3_digits_ratio,f24_punct_div,f45_adj_count,f66_genitive_count,f87_gini
"للأسف، النص المقدم غير واضح ومليء بالأخطاء التي تجعل فهمه صعباً. ولكن، بناءً على العنوان، يبدو أن البحث يتعلق بثنائية الأنا والآخر في الخطاب ما بعد الكولونيالي، وذلك من خلال تحليل رواية ""ثابت الظلمة"" لأمل بوشارب. 

الخطاب ما بعد الكولونيالي يتناول القضايا المتعلقة بالاستعمار وتأثيراته على الثقافات والمجتمعات التي تعرضت له. ثنائية الأنا والآخر تشير إلى العلاقة بين المستعمر والمستعمر، حيث يتم تصوير المستعمر كـ ""الآخر"" المختلف والغريب. 

في هذا البحث، يتم تحليل رواية ""ثابت الظلمة"" لأمل بوشارب كنموذج للخطاب ما بعد الكولونيالي. الرواية تتناول قضايا الهوية والثقافة في المجتمعات ما بعد الكولونيالية، وكيف يتم تشكيل الأنا والآخر في هذا السياق. 

الهدف من البحث هو فهم كيف تتجلى ثنائية الأنا والآخر في الخطاب ما بعد الكولونيالي من خلال تحليل الرواية. يتم استخدام التحليل الثقافي كأداة للبحث، حيث يتم التركيز على القضايا الثقافية والاجتماعية المتعلقة بالهوية والاستعمار. 

في النهاية، يتم السعي للإجابة على السؤال حول كيف تتجلى ثنائية الأنا والآخر في الخطاب ما بعد الكولونيالي من خلال تحليل رواية ""ثابت الظلمة"".",1,0.0,0.002976190476190476,9.0,16.0,0.320280612244898
تتناول هذه الدراسة الحق في الخصوصية أثناء تنفيذ العقوبات باستخدام السوار الإلكتروني، وهو أداة ابتكارية تتيح تنفيذ العقوبات أو الاعتقال الاحتياطي خارج السجون. يسمح السوار الإلكتروني للمحكوم عليهم بالبقاء في منازلهم مع فرض قيود على تحركاتهم عبر جهاز مراقبة إلكتروني. هذه الآلية تسهم في إصلاح الفرد عبر إبعاده عن البيئات الإجرامية، وتعمل كضمانة لحقوق الإنسان. تؤكد الدراسة على أن استخدام السوار الإلكتروني يمكن أن يحمي كرامة وسلامة وحياة المحكوم عليهم، بشرط الالتزام ببعض الشروط، وأن تطبيقه لا يمس بالحق في الخصوصية كونه يعتمد على الموافقة الطوعية من الشخص المعني. يمثل هذا الإجراء خطوة مهمة نحو تعزيز نظام العدالة الجنائية بإجراءات تراعي حقوق الإنسان وخصوصية الأفراد.,1,0.0,0.0030075187969924814,5.0,10.0,0.128994708994709
"أدى التوسع المتزايد للائتمان وأهمية الضمانات في العصر الحديث إلى تطور المعاملات الاقتصادية والمالية وظهور صور جديدة للضمان. التأمينات التقليدية لم تعد كافية لمواجهة هذه الاحتياجات بسبب تعقيداتها وتكاليفها العالية. لذلك، ظهرت ضمانات بديلة تعتمد على توظيف حق الملكية كوسيلة للضمان.

في هذا السياق، تم تطوير مفهوم الملكية كوسيلة لدعم الائتمان من خلال توظيفها في صورتين رئيسيتين: الاحتفاظ بالملكية على سبيل الضمان ونقل الملكية على سبيل الضمان. سيتم مناقشة هذين المفهومين في المبحثين التاليين.

في المبحث الأول، سيتم التركيز على مفهوم الاحتفاظ بالملكية على سبيل الضمان، حيث يحتفظ الدائن بملكية الأصل المقدم كضمان حتى يتم سداد الدين. هذا النوع من الضمانات يوفر للدائن سلطات مباشرة على الأصل ويقلل من مخاطر الائتمان.

في المقابل، يتناول المبحث الثاني مفهوم نقل الملكية على سبيل الضمان، حيث يتم نقل ملكية الأصل المقدم كضمان إلى الدائن حتى يتم سداد الدين. هذا النوع من الضمانات يمنح الدائن سلطات أكبر على الأصل ويضمن حقه بشكل أكثر فعالية.

من خلال توظيف حق الملكية بهذه الطريقة، يمكن للدائن تحقيق ضمانات تفوق في فعاليتها التأمينات العينية التقليدية. بالتالي، لم تعد الملكية غاية في ذاتها، بل أصبحت وسيلة لتحقيق غاية أخرى وهي الضمان، مما يعزز قوة موقف الدائن ويضمن حقوقه بشكل أفضل.",1,0.0,0.0025619128949615714,2.0,23.0,0.28628443910393964
تهدف هذه الدراسة إلى تحليل الآثار الصحية والاقتصادية لجائحة كوفيد-19 والأعباء المالية المترتبة عن الحجر الصحي الاحترازي في الجزائر، مع التركيز على فندق مازافران كنموذج. تستخدم الدراسة منهجاً مختلطاً يجمع بين البيانات الكمية والنوعية لفهم تأثير الجائحة على قطاع السياحة والاقتصاد الوطني بشكل عام. من المتوقع أن تسلط النتائج الضوء على التحديات والفرص التي تواجه الجزائر في مواجهة الأزمات الصحية والاقتصادية المستقبلية.,1,0.004807692307692308,0.004807692307692308,4.0,9.0,0.08928571428571441
يركز هذا البحث على العلاقة بين الإنسان والماء في أطراف الصحراء خلال الفترة بين القرنين 2م و6م. يسلط الضوء على أهمية الماء في الحياة اليومية وتأثيره على البقاء والزراعة والتنقل السكاني في المناطق الصحراوية. يستند البحث إلى مصادر أدبية قديمة وشواهد أثرية لتوضيح العلاقة بين الإنسان والماء في هذه الفترة. يبرز البحث أيضًا الجوانب الاقتصادية والعسكرية المتعلقة بالمياه في هذه المنطقة، بالإضافة إلى تقديس الماء في الثقافة الرومانية. يظهر البحث أن المناطق الصحراوية التي شهدت إنجازات كبيرة في تجميع وتخزين المياه خلال العصور القديمة هي اليوم قاحلة، مما يبرز أهمية فهم تاريخ استخدام المياه في هذه المناطق.,1,0.0033444816053511705,0.0033444816053511705,2.0,13.0,0.23057935240307836
تهدف هذه الدراسة الوصفية التحليلية إلى استكشاف الآليات المشتركة في ترسيخ الملكات للأطفال بين المسرح المدرسي واللغة. تستخدم الدراسة منهجاً متعدد التخصصات لتحليل العلاقة بين المسرح واللغة وتأثيرهما على تنمية مهارات الأطفال. من خلال دراسة عينة من الطلاب المشاركين في الأنشطة المسرحية واللغوية، تسعى الدراسة إلى فهم كيف يمكن للمسرح واللغة تعزيز الملكات اللغوية والإبداعية والاجتماعية لدى الأطفال. من المتوقع أن توفر هذه الدراسة نتائج قيمة للمعلمين والمربين وصناع القرار حول كيفية استغلال المسرح واللغة بشكل أفضل في تعليم الأطفال وتنمية مهاراتهم.,1,0.0,0.0036968576709796672,1.0,9.0,0.17184035476718407
تدرس هذه الدراسة الاجتماعية السياسية حياة وعمل برتراند راسل، وهو منطقي معاصر كرس حياته للدفاع عن المبادئ التي يؤمن بها. على الرغم من التقدم التكنولوجي الذي كان من المفترض أن يجلب السعادة، إلا أن التناقضات في المجتمع أدت إلى اليأس، والحروب المستمرة، وقمع الشعوب الضعيفة، والرقابة الخانقة على العقول، وضياع العمال، والصراع بين القوى العالمية.,1,0.0,0.0058823529411764705,3.0,7.0,0.05139860139860142
يتناول هذا البحث مدينة قسنطينة في العهد الحفصي، حيث كانت محور صراع وتنافس بين دول المغرب الإسلامي. تعتبر قسنطينة مدينة تاريخية وعلمية هامة، وقد شهدت تطورات دينية وفكرية وثقافية عديدة. في العهد الحفصي، أصبحت قسنطينة عاصمة إقليمية وقاعدة عسكرية هامة للسلطة المركزية في الجهة الغربية. يسلط البحث الضوء على ثلاث نقاط أساسية: مكانة قسنطينة عند سلاطين بني حفص وكيف أصبحت عاصمة سياسية وحاضرة علمية، العصر الذهبي لقسنطينة في عهد أبي زكريا وولده، وأخيراً قسنطينة والصراع الخارجي مع المرينيين والزيانيين للسيطرة على المدينة.,1,0.0,0.005836575875486381,5.0,7.0,0.1545911047345767
يُبرز البحث الحالي أهمية التحول إلى اقتصاد المعرفة في تعزيز تنافسية الاقتصاديات العربية، مع التركيز على حالة الاقتصاد الجزائري. يُظهر التحليل أن امتلاك وسائل المعرفة واستثمارها بكفاءة وفعالية يُعد عنصراً حيوياً في تحقيق نمو اقتصادي مستدام. تهدف الدراسة إلى التعرف على المركز التنافسي للجزائر في إطار اقتصاديات الدول العربية، فضلاً عن دور اقتصاد المعرفة في تعزيز تنافسيته. تشير النتائج إلى أن البلدان العربية تملك الإمكانات الكافية للتوجه نحو اقتصاد المعرفة، شريطة توجيه جزء من الموارد نحو هذا الهدف. يُبرز البحث أيضاً أن الإنفاق على البحث العلمي في الجزائر يحتاج إلى تعزيز لتحقيق أثر إيجابي على مخرجات المعرفة في الإنتاج والنشر والتوظيف. يُعد هذا البحث مساهمة في فهم أهمية اقتصاد المعرفة في تعزيز التنافسية الاقتصادية في المنطقة العربية.,1,0.0,0.0027137042062415195,4.0,20.0,0.2661038148843027
تهدف هذه الدراسة إلى استكشاف تأثير ضغوط العمل على جودة الخدمة الصحية من وجهة نظر الأطباء والممرضين. تستخدم الدراسة منهجاً مختلطاً يجمع بين الاستبيانات والمقابلات لجمع البيانات من المشاركين. من المتوقع أن تظهر النتائج علاقة بين مستويات ضغوط العمل وجودة الخدمة الصحية المقدمة، بالإضافة إلى تحديد العوامل المؤثرة واستراتيجيات التعامل مع ضغوط العمل وتحسين جودة الخدمة الصحية. تساهم هذه الدراسة في تطوير بيئة عمل أكثر صحة ودعم العاملين في القطاع الصحي لتحسين جودة الرعاية المقدمة للمرضى.,1,0.0,0.004149377593360996,1.0,9.0,0.1886708296164139
يسعى هذا البحث إلى دراسة سلطة ضبط سوق القيم المنقولة في القانون الجزائري، مع التركيز على دور لجنة تنظيم ومراقبة عمليات البورصة. يُشكل هذا الموضوع جزءًا من إصلاحات السوق الاقتصادية التي تبنتها الجزائر، حيث تهدف الدولة إلى ضمان الحد الأدنى من مراقبة السوق بعد انسحابها التدريجي من النشاط الاقتصادي. يُقسم البحث إلى مبحثين: الأول يcovered الإطار الهيكلي والوظيفي للجنة تنظيم ومراقبة عمليات البورصة، في حين يتناول المبحث الثاني تقييم دور هذه اللجنة. يُظهر البحث أن اللجنة تتمتع بنature قانونية خاصة وتشكيلة بشرية تُشكل إطارها الهيكلي، مع اختصاصات ومهام محددة بموجب النص القانوني المنشئ لها. يُعتبر هذا البحث महत्वपًا لفهم دور سلطات الضبط المستقلة في ضبط السوق الاقتصادي في الجزائر.,1,0.0,0.004431314623338257,10.0,13.0,0.17212260216847364
يهدف هذا البحث إلى دراسة دور القاضي في تحديد مفهوم التكييف والنظام العام في إطار تنازع القوانين. يستخدم البحث منهجاً تحليلياً لمراجعة الأدبيات والقوانين ذات الصلة. من المتوقع أن تسلط النتائج الضوء على كيفية تعامل القضاة مع قضايا التكييف والنظام العام في سياق تنازع القوانين، مما يساهم في تطوير فهم أفضل لدور القاضي في هذا المجال.,1,0.0,0.0060790273556231,2.0,9.0,0.1698412698412699
تهدف هذه الدراسة إلى تحديد العوامل الحاسمة لنجاح استراتيجية الإنترنت ودورها في تعزيز المزايا التنافسية للمؤسسات الاقتصادية. من خلال فحص عينة من المؤسسات، يتم تحديد وتحليل العوامل الرئيسية التي تؤثر على نجاح استراتيجية الإنترنت، بما في ذلك جودة تصميم الموقع الإلكتروني، ووظائفه، وأمانه، بالإضافة إلى فعالية استراتيجيات التسويق الرقمي. تشير النتائج إلى أن استراتيجية الإنترنت الناجحة تساهم بشكل كبير في تعزيز المزايا التنافسية للمؤسسات، مما يؤدي إلى زيادة رضا العملاء، وتحسين كفاءة العمليات، وزيادة الربحية.,1,0.0,0.0039603960396039604,3.0,10.0,0.16262295081967215
تستعرض هذه الورقة البحثية العوامل المؤثرة في انتشار اللغة العربية ورسالتها ودورها في توطيد هويتها الثقافية بين المسلمين، بالإضافة إلى استكشاف الآثار الناتجة عن هذا الانتشار. يهدف البحث إلى تحليل المظاهر التي ساهمت في توسيع رقعة استخدام اللغة العربية، مدفوعاً بأهمية مرجعيتها الدينية والتاريخية. تعتمد الورقة على منهج تاريخي تحليلي يستند إلى دراسة الأدبيات السابقة وتحليل البيانات المتعلقة بالثقافات الإسلامية المختلفة، مع التركيز على الأدوار الدينية والتعليمية والاجتماعية التي لعبتها اللغة العربية في تعزيز مكانتها. تتوقع الدراسة أن تكشف عن دور العوامل التاريخية والاقتصادية والسياسية في دعم انتشار اللغة العربية، وتوضيح كيف تحول هذا الانتشار إلى وسيلة لتعزيز الوحدة الثقافية والفكرية بين المسلمين في مناطق جغرافية متعددة. تقدم الورقة استنتاجات حول سبل تعزيز الدفع التعليمي والثقافي للغة العربية في المجتمعات غير الناطقة بها بشكل أصلي.,1,0.0,0.0023923444976076554,4.0,16.0,0.19208163265306122
تدرس هذه الدراسة الحياة الثقافية في المغرب الأوسط خلال القرنين الثامن والتاسع الهجريين (14-15م)، وهي الفترة التي عاش فيها الشيخ محمد بن عمر الهواري. تركز الدراسة على النشاط العلمي السائد في الحواضر العلمية تلمسان وبجاية وقسنطينة، بالإضافة إلى سيادة المذهب المالكي وانتشار التصوف.,1,0.014336917562724014,0.014336917562724014,4.0,4.0,0.04424276800907534
يستكشف هذا البحث المسؤولية التقصيرية لمنتجي النفايات الطبية في سياق القانون البيئي. يهدف البحث إلى تحليل الإطار القانوني الحالي الذي ينظم المسؤولية التقصيرية لمنتجي النفايات الطبية، والتحقق من مدى فعالية هذا الإطار في ضمان اتخاذ إجراءات وقائية لمنع الأضرار البيئية. يعتمد البحث على منهجية تحليلية قانونية، حيث يتم فحص التشريعات واللوائح ذات الصلة، إلى جانب دراسة قضايا محكمة معينة لتحديد نماذج المسؤولية التقصيرية. يتوقع البحث أن يكشف عن فجوات في الإطار القانوني الحالي، مما يبرز الحاجة إلى تعزيز الضوابط القانونية لضمان ممارسات إنتاج آمنة وصديقة للبيئة.,1,0.0,0.0036101083032490976,6.0,9.0,0.16511627906976756
"يتناول هذا البحث البعد الحجاجي في الخطابات الحوارية القرآنية، مع التركيز على دراسة تطبيقية لحوار النبي موسى عليه السلام مع قومه في سورة المائدة. يعتبر الحوار القرآني أحد أبرز الصور الخطابية في النص القرآني، حيث يظهر من خلال البنية القولية ""قال- فقال"". تناقش الخطابات الحوارية القرآنية مواجهات بين الأنبياء وأقوامهم حول مسائل العقيدة، مع التأكيد على حتمية الانتصار للحق وفقاً للقدر الإلهي. يستخدم القرآن هذه الإستراتيجية الخطابية مدعومة بحركية حجاجية داخلية تهدف إلى توجيه متلقي القرآن نحو المآل الفعلي لكل من ينكر الحق. يسعى هذا المقال إلى مقاربة هذا الجانب الحجاجي في حوار موسى عليه السلام مع قومه في سورة المائدة.",1,0.0,0.004878048780487805,7.0,15.0,0.18926123381568938
هذا البحث يهدف إلى دراسة العلاقة بين الضغوط المهنية وجودة الحياة لدى معلمات رياض الأطفال. يتألف مجتمع الدراسة من 478 معلمة من 12 روضة حكومية في بغداد. تم تطوير مقياس للضغوط المهنية يتألف من ثلاثة مجالات و35 فقرة، وتم استخدام مقياس جودة الحياة الذي يتألف من 42 فقرة. أظهرت النتائج أن معلمات رياض الأطفال يعانين من ضغوط مهنية وأن جودة حياتهن منخفضة. كما أظهرت النتائج وجود علاقة عكسية بين الضغوط المهنية وجودة الحياة. الكلمات المفتاحية: الضغوط المهنية، جودة الحياة، معلمات رياض الأطفال.,1,0.01859504132231405,0.006198347107438017,1.0,7.0,0.2294336502687062
